"run_id","det_tag","include","LRinclude","p","r","q_tag","qY","qK","cell_id","status","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","AIC","BIC","HQ","AICc","theta_hat","alpha_y","alpha_k","Pi_11","Pi_12","Pi_21","Pi_22","SR_norm_total","share_Y","share_K","stability_margin","unit_root_count","unstable_count","unit_root_mismatch","fail_code","fail_msg","dBIC","dAIC","dHQ"
5,"SR_none__LR_none","none","none",1,1,"sym",1,1,"p01_sym_none_none","computed",287.581282639759,63,57,4,3,0,3,10,-555.162565279518,-534.732052601173,-547.222571855119,-550.379956583866,0.883360668044536,0.129695181875968,0.0994795364206614,0.129695181875968,-0.114567622504112,0.0994795364206614,-0.0878763097493161,0.426867066006056,0.109593848049112,0.993976452673698,0.0202046493475724,1,0,0,NA,NA,7.82345679283787,3.73735425716882,5.32535294204877
5,"SR_none__LR_none","none","none",1,1,"Y_only",1,0,"p01_Y_only_none_none","computed",282.497239493449,63,57,2,3,0,3,8,-548.994478986899,-532.650068844222,-542.642484247379,-545.994478986899,0.883360668044536,0.0918373192973189,0.116255601066969,0.0918373192973189,-0.081125475725899,0.116255601066969,-0.102695625422437,0.0914986469065564,1,0,0.0178219699899052,1,0,0,NA,NA,9.90544054978841,9.90544054978841,9.90544054978841
5,"SR_none__LR_none","none","none",1,1,"K_only",0,1,"p01_K_only_none_none","computed",287.449959768344,63,57,2,3,0,3,8,-558.899919536687,-542.555509394011,-552.547924797168,-555.899919536687,0.883360668044536,0.128939270511635,0.0973458685643726,0.128939270511635,-0.113899880136333,0.0973458685643726,-0.0859915114863997,0.423312899123851,0,1,0.0197105670148034,1,0,0,NA,NA,0,0,0
5,"SR_none__LR_none","none","none",1,1,"Y_short",1,1,"p01_Y_short_none_none","computed",287.581282639759,63,57,4,3,0,3,10,-555.162565279518,-534.732052601173,-547.222571855119,-550.379956583866,0.883360668044536,0.129695181875968,0.0994795364206614,0.129695181875968,-0.114567622504112,0.0994795364206614,-0.0878763097493161,0.426867066006056,0.109593848049112,0.993976452673698,0.0202046493475724,1,0,0,NA,NA,7.82345679283787,3.73735425716882,5.32535294204877
5,"SR_none__LR_none","none","none",1,1,"K_short",1,1,"p01_K_short_none_none","computed",287.581282639759,63,57,4,3,0,3,10,-555.162565279518,-534.732052601173,-547.222571855119,-550.379956583866,0.883360668044536,0.129695181875968,0.0994795364206614,0.129695181875968,-0.114567622504112,0.0994795364206614,-0.0878763097493161,0.426867066006056,0.109593848049112,0.993976452673698,0.0202046493475724,1,0,0,NA,NA,7.82345679283787,3.73735425716882,5.32535294204877
5,"SR_none__LR_none","none","none",2,1,"sym",2,2,"p02_sym_none_none","computed",289.296636192323,62,57,8,3,0,3,14,-550.593272384645,-521.990554634961,-539.477281590486,-540.593272384645,0.884139702125698,0.170105921817037,0.0868801137030347,0.170105921817037,-0.150397399045132,0.0868801137030347,-0.0768141578500479,0.625294160131852,0.423881824026297,0.863048395878063,0.0177650099268627,1,0,0,NA,NA,20.5649547590492,8.30664715204193,13.0706432066817
5,"SR_none__LR_none","none","none",2,1,"Y_only",2,0,"p02_Y_only_none_none","computed",282.93791627771,62,57,4,3,0,3,10,-545.875832555421,-525.445319877075,-537.935839131021,-541.093223859769,0.884139702125698,0.117575585715638,0.105246239187995,0.117575585715638,-0.103953243331879,0.105246239187995,-0.0930523785655241,0.342348459868464,1,0,0.0152194136319439,1,0,0,NA,NA,17.1101895169353,13.0240869812662,14.6120856661462
5,"SR_none__LR_none","none","none",2,1,"K_only",0,2,"p02_K_only_none_none","computed",286.355566728638,62,57,4,3,0,3,10,-552.711133457277,-532.280620778931,-544.771140032877,-547.928524761625,0.884139702125698,0.154500131098096,0.0928436861006583,0.154500131098096,-0.136599699887452,0.0928436861006583,-0.0820867889732878,0.599229117251108,0,1,0.0200949837145935,1,0,0,NA,NA,10.2748886150795,6.18878607941042,7.77678476429037
5,"SR_none__LR_none","none","none",2,1,"Y_short",1,2,"p02_Y_short_none_none","computed",286.481871926341,62,57,6,3,0,3,12,-548.963743852682,-524.447128638668,-539.435751743403,-541.872834761773,0.884139702125698,0.16092824711518,0.0930509533164006,0.16092824711518,-0.142283052468026,0.0930509533164006,-0.0822700421476746,0.608432717069219,0.109627983580147,0.989202312771425,0.0199632591846834,1,0,0,NA,NA,18.108380755343,9.93617568400487,13.1121730537646
5,"SR_none__LR_none","none","none",2,1,"K_short",2,1,"p02_K_short_none_none","computed",288.336232752292,62,57,6,3,0,3,12,-552.672465504584,-528.155850290569,-543.144473395304,-545.581556413675,0.884139702125698,0.154300806486853,0.0910036819084593,0.154300806486853,-0.136423469085041,0.0910036819084593,-0.0804599682148869,0.644630452366542,0.374788293001105,0.653176568765284,0.0167121319889163,1,0,0,NA,NA,14.3996591034415,6.22745403210342,9.40345140186321
5,"SR_none__LR_none","none","none",3,1,"sym",3,3,"p03_sym_none_none","computed",291.598718397162,61,57,12,3,0,3,18,-547.197436794324,-510.422513973302,-532.905448630405,-529.197436794324,0.881709565536742,0.151251085549325,0.0668575538390692,0.151251085549325,-0.133359528926656,0.0668575538390692,-0.0589489447482951,0.823400882678166,0.542214251976997,0.784772278309082,0.012869974734676,1,0,0,NA,NA,32.1329954207089,11.7024827423635,19.642476166763
5,"SR_none__LR_none","none","none",3,1,"Y_only",3,0,"p03_Y_only_none_none","computed",284.616181048262,61,57,6,3,0,3,12,-545.232362096523,-520.715746882509,-535.704369987244,-538.141453005614,0.881709565536742,0.122412364365208,0.0992135856023326,0.122412364365208,-0.107932152600773,0.0992135856023326,-0.0874775674567751,0.543259066164747,1,0,0.0132605671344618,1,0,0,NA,NA,21.8397625115019,13.6675574401638,16.8435548099236
5,"SR_none__LR_none","none","none",3,1,"K_only",0,3,"p03_K_only_none_none","computed",287.353807357181,61,57,6,3,0,3,12,-550.707614714362,-526.190999500347,-541.179622605083,-543.616705623453,0.881709565536742,0.135260321583189,0.0819550711771122,0.135260321583189,-0.119260319377474,0.0819550711771122,-0.0722605702011044,0.76944044676326,0,1,0.0139956834807614,1,0,0,NA,NA,16.3645098936632,8.19230482232513,11.3683021920849
5,"SR_none__LR_none","none","none",3,1,"Y_short",1,3,"p03_Y_short_none_none","computed",287.984832544993,61,57,8,3,0,3,14,-547.969665089987,-519.366947340303,-536.853674295827,-537.969665089987,0.881709565536742,0.128056798746922,0.0690666523294346,0.128056798746922,-0.112908904387175,0.0690666523294346,-0.060896728018463,0.821078075177456,0.155250253611442,0.974940354406438,0.0131086834466128,1,0,0,NA,NA,23.1885620537079,10.9302544467006,15.6942505013403
5,"SR_none__LR_none","none","none",3,1,"K_short",3,1,"p03_K_short_none_none","computed",289.95605067984,61,57,8,3,0,3,14,-551.912101359679,-523.309383609996,-540.79611056552,-541.912101359679,0.881709565536742,0.143095036388845,0.0869373957918174,0.143095036388845,-0.126168262364873,0.0869373957918174,-0.0766535334724991,0.790349159322709,0.537396473326356,0.522889041178392,0.0132998998449402,1,0,0,NA,NA,19.2461257840151,6.98781817700785,11.7518142316476
5,"SR_none__LR_none","none","none",4,1,"sym",4,4,"p04_sym_none_none","computed",290.926430041526,60,57,16,3,0,3,22,-537.852860083052,-492.905732190692,-520.384874549373,-508.088154200699,0.880350690169277,0.170501192085937,0.0788438487798517,0.170501192085937,-0.150100842127539,0.0788438487798517,-0.0694102366889445,1.17970041745065,0.510540798088428,0.806387080985818,0.019423169248839,1,0,0,NA,NA,49.6497772033189,21.0470594536353,32.1630502477946
5,"SR_none__LR_none","none","none",4,1,"Y_only",4,0,"p04_Y_only_none_none","computed",280.561551642888,60,57,8,3,0,3,14,-533.123103285776,-504.520385536093,-522.007112491617,-523.123103285776,0.880350690169277,0.137289874578189,0.104866781855167,0.137289874578189,-0.120863235838162,0.104866781855167,-0.0923195437820274,0.761652962330813,1,0,0.0141198772672224,1,0,0,NA,NA,38.0351238579181,25.7768162509108,30.5408123055505
5,"SR_none__LR_none","none","none",4,1,"K_only",0,4,"p04_K_only_none_none","computed",286.88598518079,60,57,8,3,0,3,14,-545.77197036158,-517.169252611896,-534.655979567421,-535.77197036158,0.880350690169277,0.139980894145397,0.078116979839235,0.139980894145397,-0.123232276771413,0.078116979839235,-0.06877033711541,0.939914262953559,0,1,0.019977068840613,1,0,0,NA,NA,25.3862567821145,13.1279491751072,17.891945229747
5,"SR_none__LR_none","none","none",4,1,"Y_short",1,4,"p04_Y_short_none_none","computed",287.9995933262,60,57,10,3,0,3,16,-543.999186652399,-511.310366367046,-531.29519717336,-530.399186652399,0.880350690169277,0.136685257362357,0.0625422748581557,0.136685257362357,-0.120330960654916,0.0625422748581557,-0.055059134836134,0.982157035675392,0.143000558716062,0.981260899012071,0.0181020880893545,1,0,0,NA,NA,31.2451430269643,14.900732884288,21.2527276238076
5,"SR_none__LR_none","none","none",4,1,"K_short",4,1,"p04_K_short_none_none","computed",288.956142890932,60,57,10,3,0,3,16,-545.912285781863,-513.223465496511,-533.208296302824,-532.312285781863,0.880350690169277,0.162186563137381,0.0894310940045736,0.162186563137381,-0.142781052794176,0.0894310940045736,-0.0787307253295198,1.01764136004335,0.516950631375176,0.516893804492201,0.0180295966747579,1,0,0,NA,NA,29.3320438974999,12.9876337548236,19.3396284943432
5,"SR_none__LR_none","none","none",5,1,"sym",5,5,"p05_sym_none_none","computed",286.777851969484,59,57,20,3,0,3,26,-521.555703938967,-468.436370975269,-500.911721035528,-474.755703938967,0.883915337664991,0.171473255304857,0.0826706038528435,0.171473255304857,-0.151567840363308,0.0826706038528435,-0.0730738147195548,1.6607134785133,0.448924982727249,0.861546265345284,0.0228022107911161,1,0,0,NA,NA,74.1191384187418,37.34421559772,51.6362037616391
5,"SR_none__LR_none","none","none",5,1,"Y_only",5,0,"p05_Y_only_none_none","computed",275.473616363559,59,57,10,3,0,3,16,-518.947232727118,-486.258412441765,-506.243243248078,-505.347232727118,0.883915337664991,0.163321797721621,0.108241368607537,0.163321797721621,-0.14436264198116,0.108241368607537,-0.0956762058820522,0.916641438797856,1,0,0.0157751907694665,1,0,0,NA,NA,56.2970969522459,39.9526868095695,46.3046815490891
5,"SR_none__LR_none","none","none",5,1,"K_only",0,5,"p05_K_only_none_none","computed",282.148001064513,59,57,10,3,0,3,16,-532.296002129026,-499.607181843673,-519.592012649987,-518.696002129026,0.883915337664991,0.137847869324665,0.0780784512246459,0.137847869324665,-0.121845845960511,0.0780784512246459,-0.0690147405785924,1.18784458636093,0,1,0.0220295628372502,1,0,0,NA,NA,42.9483275503372,26.6039174076609,32.9559121471805
5,"SR_none__LR_none","none","none",5,1,"Y_short",1,5,"p05_Y_short_none_none","computed",283.455228247092,59,57,12,3,0,3,18,-530.910456494184,-494.135533673162,-516.618468330265,-512.910456494184,0.883915337664991,0.128421695457308,0.0584105618129382,0.128421695457308,-0.113513906303657,0.0584105618129382,-0.0516299914680851,1.30145791171213,0.141616364583634,0.977541717684571,0.022069700322819,1,0,0,NA,NA,48.4199757208488,27.9894630425033,35.9294564669028
5,"SR_none__LR_none","none","none",5,1,"K_short",5,1,"p05_K_short_none_none","computed",283.668905407949,59,57,12,3,0,3,18,-531.337810815898,-494.562887994876,-517.045822651979,-513.337810815898,0.883915337664991,0.186378051505417,0.09420446118768,0.186378051505417,-0.164742418329754,0.09420446118768,-0.0832687681202567,1.10021869360858,0.559782033639513,0.480465965504795,0.0192933201981836,1,0,0,NA,NA,47.9926213991346,27.5621087207892,35.5021021451887
5,"SR_none__LR_none","none","none",6,1,"sym",6,6,"p06_sym_none_none","computed",282.64697269569,58,57,24,3,0,3,30,-505.29394539138,-444.002407356343,-481.473965118181,-433.755483852918,0.881571991522826,0.189915282546386,0.0717552709687191,0.189915282546386,-0.167423993855038,0.0717552709687191,-0.0632574371301538,1.77268425924132,0.556325320589418,0.772489726114943,0.0240433814546269,1,0,0,NA,NA,98.5531020376676,53.6059741453075,71.0739596789864
5,"SR_none__LR_none","none","none",6,1,"Y_only",6,0,"p06_Y_only_none_none","computed",271.766203192153,58,57,12,3,0,3,18,-507.532406384307,-470.757483563285,-493.240418220388,-489.532406384307,0.881571991522826,0.197572329645625,0.103675074905943,0.197572329645625,-0.174174232115498,0.103675074905943,-0.0913970422561101,1.3931577467175,1,0,0.015107063510901,1,0,0,NA,NA,71.7980258307259,51.3675131523804,59.3075065767799
5,"SR_none__LR_none","none","none",6,1,"K_only",0,6,"p06_K_only_none_none","computed",277.100632461918,58,57,12,3,0,3,18,-518.201264923835,-481.426342102813,-503.909276759916,-500.201264923835,0.881571991522826,0.133573591766065,0.0708516879997028,0.133573591766065,-0.117754737308067,0.0708516879997028,-0.062460863692652,1.30133140160202,0,1,0.0229892566969095,1,0,0,NA,NA,61.1291672911975,40.698654612852,48.6386480372515
5,"SR_none__LR_none","none","none",6,1,"Y_short",1,6,"p06_Y_short_none_none","computed",278.303449705016,58,57,14,3,0,3,20,-516.606899410033,-475.745874053342,-500.726912561234,-493.273566076699,0.881571991522826,0.124863199978673,0.0528101154617708,0.124863199978673,-0.110075899873112,0.0528101154617708,-0.0465559186601837,1.39107322461011,0.1280899996952,0.980221927612083,0.0224153559233791,1,0,0,NA,NA,66.809635340669,42.2930201266545,51.8210122359339
5,"SR_none__LR_none","none","none",6,1,"K_short",6,1,"p06_K_short_none_none","computed",279.065251137381,58,57,14,3,0,3,20,-518.130502274762,-477.269476918071,-502.250515425963,-494.797168941429,0.881571991522826,0.208411999242418,0.0961774456139642,0.208411999242418,-0.183730181229392,0.0961774456139642,-0.0847873422694807,1.44257212007863,0.706212381726771,0.34231953182512,0.0181405188563155,1,0,0,NA,NA,65.2860324759395,40.7694172619249,50.2974093712043
5,"SR_none__LR_none","none","none",7,1,"sym",7,7,"p07_sym_none_none","computed",284.347355138638,57,57,28,3,0,3,34,-500.694710277276,-431.230967170902,-473.698732634318,-392.512892095458,0.888649384098153,0.198723770047617,0.10434477331777,0.198723770047617,-0.176595755858478,0.10434477331777,-0.0927259185426974,2.37210107519458,0.468030752744938,0.83145270632055,0.0212793319369922,1,0,0,NA,NA,111.324542223109,58.2052092594108,78.8491921628495
5,"SR_none__LR_none","none","none",7,1,"Y_only",7,0,"p07_Y_only_none_none","computed",268.306244506609,57,57,14,3,0,3,20,-496.612489013218,-455.751463656527,-480.732502164419,-473.279155679885,0.888649384098153,0.231951679101669,0.118909585574561,0.231951679101669,-0.206123716774231,0.118909585574561,-0.1056689299842,1.33041825673118,1,0,0.018590235231323,1,0,0,NA,NA,86.8040457374835,62.287430523469,71.8154226327484
5,"SR_none__LR_none","none","none",7,1,"K_only",0,7,"p07_K_only_none_none","computed",277.212426945437,57,57,14,3,0,3,20,-514.424853890875,-473.563828534184,-498.544867042076,-491.091520557541,0.888649384098153,0.14629033017331,0.0823740338434124,0.14629033017331,-0.130000811808027,0.0823740338434124,-0.0732016344406289,1.61477372055922,0,1,0.0216800836688317,1,0,0,NA,NA,68.9916808598269,44.4750656458124,54.0030577550918
5,"SR_none__LR_none","none","none",7,1,"Y_short",1,7,"p07_Y_short_none_none","computed",278.236737434082,57,57,16,3,0,3,22,-512.473474868165,-467.526346975805,-495.005489334486,-482.708768985812,0.888649384098153,0.134284081201963,0.0636382179350907,0.134284081201963,-0.119331466054311,0.0636382179350907,-0.0565520631731224,1.63873048045366,0.108283157857946,0.985368126817367,0.0236739107423879,1,0,0,NA,NA,75.0291624182058,46.4264446685222,57.5424354626815
5,"SR_none__LR_none","none","none",7,1,"K_short",7,1,"p07_K_short_none_none","computed",276.217611612721,57,57,16,3,0,3,22,-508.435223225442,-463.488095333081,-490.967237691763,-478.670517343089,0.888649384098153,0.225189529789216,0.123958929791771,0.225189529789216,-0.200114536952539,0.123958929791771,-0.110156026612924,1.36111978302039,0.644998473975942,0.377916001125337,0.0214137148599435,1,0,0,NA,NA,79.0674140609292,50.4646963112456,61.5806871054049
