run_id,stage_tag,representative_group,representative_label,exercise_id,model_class,window_tag,det_tag,m,p,q,q_tag,r,cell_id,slope_hat,alpha_hat,alpha_y,alpha_k,alpha_e,sK_ardl,share_K,logLik,k_total,ICOMP_pen,RICOMP_pen,stability_margin,SI_Y,boundary_p,boundary_q,boundary_r,boundary_tags,source_file
stage4_20260304_130240,CROSSWALK_CORE,faithful_ardl_2_4,faithful_01,ARDL,ARDL,shaikh_window,,NA,2,4,,NA,,NA,NA,NA,NA,NA,0.8,NA,137.103737003333,8,20.7144418064677,20.7144418064677,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/GEOMETRY_CARDS_ARDL.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_01,ARDL,ARDL,shaikh_window,,NA,1,1,,NA,,NA,NA,NA,NA,NA,0.5,NA,133.693699802538,4,14.8287172606545,14.8287172606545,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_02,ARDL,ARDL,shaikh_window,,NA,1,2,,NA,,NA,NA,NA,NA,NA,0.666666666666667,NA,136.653945835356,5,16.738728221628,16.738728221628,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_03,ARDL,ARDL,shaikh_window,,NA,1,3,,NA,,NA,NA,NA,NA,NA,0.75,NA,139.709208034401,6,18.054773544088,18.054773544088,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_04,ARDL,ARDL,shaikh_window,,NA,2,3,,NA,,NA,NA,NA,NA,NA,0.6,NA,139.709911840396,7,19.4298304610218,19.4298304610218,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_05,ARDL,ARDL,shaikh_window,,NA,3,3,,NA,,NA,NA,NA,NA,NA,0.5,NA,140.59490356305,8,20.326305973078,20.326305973078,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_06,ARDL,ARDL,shaikh_window,,NA,2,2,,NA,,NA,NA,NA,NA,NA,0.5,NA,136.990025089183,6,17.4352824191512,17.4352824191512,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,ardl_frontier_representatives,ardl_frontier_07,ARDL,ARDL,shaikh_window,,NA,3,2,,NA,,NA,NA,NA,NA,NA,0.4,NA,138.744624130488,7,17.9003393859877,17.9003393859877,NA,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_01,VECM,VECM,shaikh_window,SR_none__LR_none,NA,1,NA,K_only,1,p01_K_only_none_none,0.883360668044536,NA,0.128939270511635,0.0973458685643726,NA,NA,1,287.449959768344,8,0.392196964276849,0.392196964276849,0.0197105670148034,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_02,VECM,VECM,shaikh_window,SR_none__LR_const,NA,1,NA,K_only,1,p01_K_only_none_const,0.906588235988912,NA,0.111839997556477,0.0827518271154751,NA,NA,1,287.543494315027,9,0.38014677670121,0.38014677670121,0.0186687947628522,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_const/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_03,VECM,VECM,shaikh_window,SR_const__LR_none,NA,1,NA,K_only,1,p01_K_only_const_none,0.860278640549702,NA,0.107803155680603,0.122960420768635,NA,NA,1,288.023722489409,10,0.414358377987728,0.414358377987728,0.0818180274857881,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_04,VECM,VECM,shaikh_window,SR_const__LR_trend,NA,1,NA,K_only,1,p01_K_only_const_trend,0.750094854726913,NA,0.115302519599489,0.138806139009561,NA,NA,1,288.043252197922,11,0.423702555123761,0.423702555123761,0.0764166190202793,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_05,VECM,VECM,shaikh_window,SR_const__LR_none,NA,1,NA,sym,1,p01_sym_const_none,0.860278640549702,NA,0.106568809665306,0.130969898435939,NA,NA,0.989182061795991,288.356904306408,12,0.420323019399012,0.420323019399012,0.10039840560802,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_06,VECM,VECM,shaikh_window,SR_none__LR_const,NA,2,NA,K_short,1,p02_K_short_none_const,1.15424917538474,NA,0.0503752584727221,0.0271952692641879,NA,NA,0.678434275109726,288.831930754081,13,0.389104047232648,0.389104047232648,0.015761201046037,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_const/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_07,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_none__LR_none,NA,1,NA,Y_only,1,p01_Y_only_r1_none_none,NA,NA,NA,NA,NA,NA,NA,458.189651803831,14,1.04974898246544,1.04974898246544,-0.0452158019454143,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_08,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_none__LR_trend,NA,1,NA,Y_only,1,p01_Y_only_r1_none_trend,NA,NA,NA,NA,NA,NA,NA,458.272597752745,15,1.04405753420774,1.04405753420774,-0.0442210302818558,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_none__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_09,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,1,NA,Y_only,1,p01_Y_only_r1_const_none,NA,NA,NA,NA,NA,NA,NA,461.186232924013,17,1.06214883401009,1.06214883401009,-0.0191886240783492,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_10,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_none__LR_none,NA,1,NA,sym,1,p01_sym_r1_none_none,NA,NA,NA,NA,NA,NA,NA,473.904786287089,20,0.965452185848577,0.965452185848577,0.0230707568063999,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_11,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,1,NA,sym,1,p01_sym_r1_const_none,NA,NA,NA,NA,NA,NA,NA,474.879609065998,23,0.984921074121353,0.984921074121353,0.0753446024699013,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_12,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_none__LR_none,NA,2,NA,Y_short,1,p02_Y_short_r1_none_none,NA,NA,NA,NA,NA,NA,NA,480.025351533278,26,0.806009523482079,0.806009523482079,0.326839120155012,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_13,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,2,NA,Y_short,1,p02_Y_short_r1_const_none,NA,NA,NA,NA,NA,NA,NA,482.611857501295,29,0.760736383239063,0.760736383239063,-0.0180645405403355,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_14,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,2,NA,sym,1,p02_sym_r1_const_none,NA,NA,NA,NA,NA,NA,NA,483.370824504553,32,0.772958203067098,0.772958203067098,-0.00538822369039593,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_15,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,3,NA,E_short,1,p03_E_short_r1_const_none,NA,NA,NA,NA,NA,NA,NA,485.91633245603,35,0.886625448175884,0.886625448175884,-0.0990634214624697,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_16,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,3,NA,sym,1,p03_sym_r1_const_none,NA,NA,NA,NA,NA,NA,NA,489.353141668097,41,0.931699592100493,0.931699592100493,-0.0187797523138533,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_17,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_const__LR_none,NA,7,NA,sym,1,p07_sym_r1_const_none,NA,NA,NA,NA,NA,NA,NA,490.234204518256,77,0.738413633345949,0.738413633345949,0.02592121603182,NA,max,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_18,VECM,VECM,shaikh_window,SR_none__LR_none,NA,7,NA,Y_only,1,p07_Y_only_none_none,0.888649384098153,NA,0.231951679101669,0.118909585574561,NA,NA,0,268.306244506609,20,0.261237774418849,0.261237774418849,0.018590235231323,NA,max,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_19,VECM,VECM,shaikh_window,SR_none__LR_const,NA,3,NA,Y_only,1,p03_Y_only_none_const,1.21550870903479,NA,0.0313866716624067,0.0235868233286522,NA,NA,0,283.257945898733,13,0.280692728015781,0.280692728015781,0.0132548561924187,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_const/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_20,VECM,VECM,shaikh_window,SR_none__LR_both,NA,3,NA,Y_only,1,p03_Y_only_none_both,0.890144636210618,NA,0.048403796975859,0.0368463316472015,NA,NA,0,283.545291053529,14,0.283749403538678,0.283749403538678,0.00527144148471037,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_21,VECM,VECM,shaikh_window,SR_none__LR_trend,NA,3,NA,Y_only,1,p03_Y_only_none_trend,0.799823116356423,NA,0.0588227186366636,0.0451365015405287,NA,NA,0,283.720578019938,13,0.285870639071131,0.285870639071131,0.00140962808084066,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_22,VECM,VECM,shaikh_window,SR_none__LR_none,NA,3,NA,Y_only,1,p03_Y_only_none_none,0.881709565536742,NA,0.122412364365208,0.0992135856023326,NA,NA,0,284.616181048262,12,0.306310987751994,0.306310987751994,0.0132605671344618,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_23,VECM,VECM,shaikh_window,SR_none__LR_both,NA,3,NA,K_only,1,p03_K_only_none_both,0.890144636210618,NA,0.0634413744997192,0.0323608166784846,NA,NA,1,287.222380154204,14,0.318724900503533,0.318724900503533,0.00407160603332368,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_24,VECM,VECM,shaikh_window,SR_none__LR_trend,NA,3,NA,K_only,1,p03_K_only_none_trend,0.799823116356423,NA,0.0758676915853616,0.0395008627100697,NA,NA,1,287.282990928504,13,0.319655484604684,0.319655484604684,0.654438988321007,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_25,VECM,VECM,shaikh_window,SR_none__LR_both,NA,3,NA,Y_short,1,p03_Y_short_none_both,0.890144636210618,NA,0.0609338296369143,0.024854760686228,NA,NA,0.959274120573726,288.398465573093,16,0.330874306714195,0.330874306714195,0.00354252557837864,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_26,VECM,VECM,shaikh_window,SR_none__LR_const,NA,3,NA,Y_short,1,p03_Y_short_none_const,1.21550870903479,NA,0.0401719000181845,0.015587182068595,NA,NA,0.951513022895815,288.433768810366,15,0.331488907666872,0.331488907666872,0.0122210201036476,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_const/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_27,VECM,VECM,shaikh_window,SR_none__LR_both,NA,3,NA,K_short,1,p03_K_short_none_both,0.890144636210618,NA,0.058098804233863,0.031776258314871,NA,NA,0.573811238543038,289.523416089395,16,0.345697032494048,0.345697032494048,0.00471462062263783,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_28,VECM,VECM,shaikh_window,SR_none__LR_trend,NA,3,NA,K_short,1,p03_K_short_none_trend,0.799823116356423,NA,0.0706431277213445,0.039044577256222,NA,NA,0.567115835305992,289.629253553634,15,0.345974606668294,0.345974606668294,0.3854226034715,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_29,VECM,VECM,shaikh_window,SR_none__LR_none,NA,3,NA,K_short,1,p03_K_short_none_none,0.881709565536742,NA,0.143095036388845,0.0869373957918174,NA,NA,0.522889041178392,289.95605067984,14,0.366949242620004,0.366949242620004,0.0132998998449402,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_30,VECM,VECM,shaikh_window,SR_none__LR_trend,NA,3,NA,sym,1,p03_sym_none_trend,0.799823116356423,NA,0.082458061833162,0.0274358178324515,NA,NA,0.823645659066879,292.266872287422,19,0.381957209805355,0.381957209805355,0.369427398479262,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_31,VECM,VECM,shaikh_window,SR_none__LR_both,NA,3,NA,sym,1,p03_sym_none_both,0.890144636210618,NA,0.0679628438608043,0.0219037594926623,NA,NA,0.828589313155624,292.279228526982,20,0.384325601134371,0.384325601134371,0.00349580903405333,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_32,VECM,VECM,shaikh_window,SR_const__LR_none,NA,3,NA,sym,1,p03_sym_const_none,0.594315054031312,NA,-0.0758762616790291,0.00523135302728779,NA,NA,0.817310705277396,292.544351125065,20,0.472999408180801,0.472999408180801,0.0465434783718721,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_none/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_33,VECM,VECM,shaikh_window,SR_const__LR_trend,NA,4,NA,sym,1,p04_sym_const_trend,0.610863713819355,NA,0.215351294176271,0.207881110631527,NA,NA,0.795428638347287,292.822234274963,25,0.513401993124267,0.513401993124267,0.0911746287408094,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_34,VECM,VECM,shaikh_window,SR_const__LR_trend,NA,3,NA,sym,1,p03_sym_const_trend,0.532542419414132,NA,-0.0960749115822576,0.115062594586743,NA,NA,0.795403008305876,292.98482519651,21,0.572601458586757,0.572601458586757,0.213371039126117,NA,,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_trend/csv/APPX_ic_eta_long.csv
stage4_20260304_130240,CROSSWALK_CORE,vecm_r1_frontier_representatives,vecm_r1_frontier_35,VECM_ranked_qrestricted,VECM_RANKED_QRESTRICTED,shaikh_window,SR_none__LR_none,NA,7,NA,sym,1,p07_sym_r1_none_none,NA,NA,NA,NA,NA,NA,NA,483.692260286662,74,0.605061111892809,0.605061111892809,0.0442772460150053,NA,max,NA,NA,NA,C:/ReposGitHub/capacity_utilization/output/CriticalReplication/Exercise_d_VECM_S2_m3_rank/SR_none__LR_none/csv/APPX_ic_eta_long.csv
